lemma,pos,genus,genus 1,genus 2,genus 3,genus 4,nominativ singular,nominativ singular*,nominativ singular 1,nominativ singular 2,nominativ singular 3,nominativ singular 4,nominativ singular stark,nominativ singular schwach,nominativ singular gemischt,nominativ plural,nominativ plural*,nominativ plural 1,nominativ plural 2,nominativ plural 3,nominativ plural 4,nominativ plural stark,nominativ plural schwach,nominativ plural gemischt,genitiv singular,genitiv singular*,genitiv singular 1,genitiv singular 2,genitiv singular 3,genitiv singular 4,genitiv singular stark,genitiv singular schwach,genitiv singular gemischt,genitiv plural,genitiv plural*,genitiv plural 1,genitiv plural 2,genitiv plural 3,genitiv plural 4,genitiv plural stark,genitiv plural schwach,genitiv plural gemischt,dativ singular,dativ singular*,dativ singular 1,dativ singular 2,dativ singular 3,dativ singular 4,dativ singular stark,dativ singular schwach,dativ singular gemischt,dativ plural,dativ plural*,dativ plural 1,dativ plural 2,dativ plural 3,dativ plural 4,dativ plural stark,dativ plural schwach,dativ plural gemischt,akkusativ singular,akkusativ singular*,akkusativ singular 1,akkusativ singular 2,akkusativ singular 3,akkusativ singular 4,akkusativ singular stark,akkusativ singular schwach,akkusativ singular gemischt,akkusativ plural,akkusativ plural*,akkusativ plural 1,akkusativ plural 2,akkusativ plural 3,akkusativ plural 4,akkusativ plural stark,akkusativ plural schwach,akkusativ plural gemischt
Müttergenesungswerk,Substantiv,n,,,,,Müttergenesungswerk,,,,,,,,,,,,,,,,,,Müttergenesungswerks,Müttergenesungswerkes,,,,,,,,,,,,,,,,,Müttergenesungswerk,,,,,,,,,,,,,,,,,,Müttergenesungswerk,,,,,,,,,,,,,,,,,
Mützchen,Substantiv,n,,,,,Mützchen,,,,,,,,,Mützchen,,,,,,,,,Mützchens,,,,,,,,,Mützchen,,,,,,,,,Mützchen,,,,,,,,,Mützchen,,,,,,,,,Mützchen,,,,,,,,,Mützchen,,,,,,,,
Mütze,Substantiv,f,,,,,Mütze,,,,,,,,,Mützen,,,,,,,,,Mütze,,,,,,,,,Mützen,,,,,,,,,Mütze,,,,,,,,,Mützen,,,,,,,,,Mütze,,,,,,,,,Mützen,,,,,,,,
Mützenrobbe,Substantiv,f,,,,,Mützenrobbe,,,,,,,,,Mützenrobben,,,,,,,,,Mützenrobbe,,,,,,,,,Mützenrobben,,,,,,,,,Mützenrobbe,,,,,,,,,Mützenrobben,,,,,,,,,Mützenrobbe,,,,,,,,,Mützenrobben,,,,,,,,
Mützenschirm,Substantiv,m,,,,,Mützenschirm,,,,,,,,,Mützenschirme,,,,,,,,,Mützenschirmes,Mützenschirms,,,,,,,,Mützenschirme,,,,,,,,,Mützenschirm,Mützenschirme,,,,,,,,Mützenschirmen,,,,,,,,,Mützenschirm,,,,,,,,,Mützenschirme,,,,,,,,
Mützlein,Substantiv,n,,,,,Mützlein,,,,,,,,,Mützlein,,,,,,,,,Mützleins,,,,,,,,,Mützlein,,,,,,,,,Mützlein,,,,,,,,,Mützlein,,,,,,,,,Mützlein,,,,,,,,,Mützlein,,,,,,,,
Müßiggang,Substantiv,m,,,,,Müßiggang,,,,,,,,,,,,,,,,,,Müßiggangs,Müßigganges,,,,,,,,,,,,,,,,,Müßiggang,Müßiggange,,,,,,,,,,,,,,,,,Müßiggang,,,,,,,,,,,,,,,,,
Müßiggänger,Substantiv,m,,,,,Müßiggänger,,,,,,,,,Müßiggänger,,,,,,,,,Müßiggängers,,,,,,,,,Müßiggänger,,,,,,,,,Müßiggänger,,,,,,,,,Müßiggängern,,,,,,,,,Müßiggänger,,,,,,,,,Müßiggänger,,,,,,,,
Müßiggängerin,Substantiv,f,,,,,Müßiggängerin,,,,,,,,,Müßiggängerinnen,,,,,,,,,Müßiggängerin,,,,,,,,,Müßiggängerinnen,,,,,,,,,Müßiggängerin,,,,,,,,,Müßiggängerinnen,,,,,,,,,Müßiggängerin,,,,,,,,,Müßiggängerinnen,,,,,,,,
Müßigkeit,Substantiv,f,,,,,Müßigkeit,,,,,,,,,Müßigkeiten,,,,,,,,,Müßigkeit,,,,,,,,,Müßigkeiten,,,,,,,,,Müßigkeit,,,,,,,,,Müßigkeiten,,,,,,,,,Müßigkeit,,,,,,,,,Müßigkeiten,,,,,,,,
N,"Buchstabe,Substantiv,Symbol",n,,,,,N,,,,,,,,,N,Ns,,,,,,,,N,Ns,,,,,,,,N,Ns,,,,,,,,N,,,,,,,,,N,Ns,,,,,,,,N,,,,,,,,,N,Ns,,,,,,,
"N,N’-Malonylharnstoff",Substantiv,m,,,,,"N,N’-Malonylharnstoff",,,,,,,,,,,,,,,,,,"N,N’-Malonylharnstoffs",,,,,,,,,,,,,,,,,,"N,N’-Malonylharnstoff",,,,,,,,,,,,,,,,,,"N,N’-Malonylharnstoff",,,,,,,,,,,,,,,,,
N-Acetylneuraminsäure,Substantiv,f,,,,,N-Acetylneuraminsäure,,,,,,,,,,,,,,,,,,N-Acetylneuraminsäure,,,,,,,,,,,,,,,,,,N-Acetylneuraminsäure,,,,,,,,,,,,,,,,,,N-Acetylneuraminsäure,,,,,,,,,,,,,,,,,
N-Gramm,Substantiv,n,,,,,N-Gramm,,,,,,,,,N-Gramme,,,,,,,,,N-Grammes,N-Gramms,,,,,,,,N-Gramme,,,,,,,,,N-Gramm,N-Gramme,,,,,,,,N-Grammen,,,,,,,,,N-Gramm,,,,,,,,,N-Gramme,,,,,,,,
N-Wort,Substantiv,n,,,,,N-Wort,,,,,,,,,N-Wörter,,,,,,,,,N-Worts,N-Wortes,,,,,,,,N-Wörter,,,,,,,,,N-Wort,,,,,,,,,N-Wörtern,,,,,,,,,N-Wort,,,,,,,,,N-Wörter,,,,,,,,
N95-Maske,Substantiv,f,,,,,N95-Maske,,,,,,,,,N95-Masken,,,,,,,,,N95-Maske,,,,,,,,,N95-Masken,,,,,,,,,N95-Maske,,,,,,,,,N95-Masken,,,,,,,,,N95-Maske,,,,,,,,,N95-Masken,,,,,,,,
NAFTA,"Abkürzung,Substantiv",f,,,,,NAFTA,,,,,,,,,,,,,,,,,,NAFTA,,,,,,,,,,,,,,,,,,NAFTA,,,,,,,,,,,,,,,,,,NAFTA,,,,,,,,,,,,,,,,,
NASA,"Abkürzung,Substantiv",f,,,,,NASA,,,,,,,,,,,,,,,,,,NASA,,,,,,,,,,,,,,,,,,NASA,,,,,,,,,,,,,,,,,,NASA,,,,,,,,,,,,,,,,,
NASDAQ,Substantiv,,f,m,,,,,NASDAQ,NASDAQ,,,,,,,,,,,,,,,,,NASDAQ,NASDAQ,,,,,,,,,,,,,,,,,NASDAQ,NASDAQ,,,,,,,,,,,,,,,,,NASDAQ,NASDAQ,,,,,,,,,,,,,,
NASDAQ,Substantiv,m,,,,,NASDAQ,,,,,,,,,,,,,,,,,,NASDAQ,NASDAQs,,,,,,,,,,,,,,,,,NASDAQ,,,,,,,,,,,,,,,,,,NASDAQ,,,,,,,,,,,,,,,,,
NATO,"Abkürzung,Substantiv",f,,,,,NATO,,,,,,,,,,,,,,,,,,NATO,,,,,,,,,,,,,,,,,,NATO,,,,,,,,,,,,,,,,,,NATO,,,,,,,,,,,,,,,,,
NATO-Land,Substantiv,n,,,,,NATO-Land,,,,,,,,,NATO-Länder,,,,,,,,,NATO-Lands,NATO-Landes,,,,,,,,NATO-Länder,,,,,,,,,NATO-Land,,,,,,,,,NATO-Ländern,,,,,,,,,NATO-Land,,,,,,,,,NATO-Länder,,,,,,,,
NATO-Staat,Substantiv,m,,,,,NATO-Staat,,,,,,,,,NATO-Staaten,,,,,,,,,NATO-Staats,NATO-Staates,,,,,,,,NATO-Staaten,,,,,,,,,NATO-Staat,,,,,,,,,NATO-Staaten,,,,,,,,,NATO-Staat,,,,,,,,,NATO-Staaten,,,,,,,,
NBA,Substantiv,f,,,,,NBA,,,,,,,,,,,,,,,,,,NBA,,,,,,,,,,,,,,,,,,NBA,,,,,,,,,,,,,,,,,,NBA,,,,,,,,,,,,,,,,,
NC,"Abkürzung,Substantiv",m,,,,,NC,,,,,,,,,,,NC,NCs,,,,,,NC,NCs,,,,,,,,,,NC,NCs,,,,,,NC,,,,,,,,,,,NC,NCs,,,,,,NC,,,,,,,,,,,NC,NCs,,,,,
NC-Fach,Substantiv,n,,,,,NC-Fach,,,,,,,,,NC-Fächer,,,,,,,,,NC-Fachs,NC-Faches,,,,,,,,NC-Fächer,,,,,,,,,NC-Fach,,,,,,,,,NC-Fächern,,,,,,,,,NC-Fach,,,,,,,,,NC-Fächer,,,,,,,,
NC-Management-System,Substantiv,n,,,,,NC-Management-System,,,,,,,,,NC-Management-Systeme,,,,,,,,,NC-Management-Systems,,,,,,,,,NC-Management-Systeme,,,,,,,,,NC-Management-System,,,,,,,,,NC-Management-Systemen,,,,,,,,,NC-Management-System,,,,,,,,,NC-Management-Systeme,,,,,,,,
NDPD,"Abkürzung,Substantiv",f,,,,,NDPD,,,,,,,,,,,,,,,,,,NDPD,,,,,,,,,,,,,,,,,,NDPD,,,,,,,,,,,,,,,,,,NDPD,,,,,,,,,,,,,,,,,
NEOS,Substantiv,,,,,,,,,,,,,,,NEOS,,,,,,,,,,,,,,,,,,NEOS,,,,,,,,,,,,,,,,,,NEOS,,,,,,,,,,,,,,,,,,NEOS,,,,,,,,
NFL-Spieler,Substantiv,m,,,,,NFL-Spieler,,,,,,,,,NFL-Spieler,,,,,,,,,NFL-Spielers,,,,,,,,,NFL-Spieler,,,,,,,,,NFL-Spieler,,,,,,,,,NFL-Spielern,,,,,,,,,NFL-Spieler,,,,,,,,,NFL-Spieler,,,,,,,,
NGO,"Abkürzung,Substantiv",f,,,,,NGO,,,,,,,,,NGOs,,,,,,,,,NGO,,,,,,,,,NGOs,,,,,,,,,NGO,,,,,,,,,NGOs,,,,,,,,,NGO,,,,,,,,,NGOs,,,,,,,,
NIG,"Abkürzung,Substantiv",n,,,,,NIG,,,,,,,,,,,,,,,,,,NIG,NIGs,,,,,,,,,,,,,,,,,NIG,,,,,,,,,,,,,,,,,,NIG,,,,,,,,,,,,,,,,,
NPD-Politiker,Substantiv,m,,,,,NPD-Politiker,,,,,,,,,NPD-Politiker,,,,,,,,,NPD-Politikers,,,,,,,,,NPD-Politiker,,,,,,,,,NPD-Politiker,,,,,,,,,NPD-Politikern,,,,,,,,,NPD-Politiker,,,,,,,,,NPD-Politiker,,,,,,,,
NS-Herrschaft,Substantiv,f,,,,,NS-Herrschaft,,,,,,,,,,,,,,,,,,NS-Herrschaft,,,,,,,,,,,,,,,,,,NS-Herrschaft,,,,,,,,,,,,,,,,,,NS-Herrschaft,,,,,,,,,,,,,,,,,
NS-Ideologie,Substantiv,f,,,,,NS-Ideologie,,,,,,,,,NS-Ideologien,,,,,,,,,NS-Ideologie,,,,,,,,,NS-Ideologien,,,,,,,,,NS-Ideologie,,,,,,,,,NS-Ideologien,,,,,,,,,NS-Ideologie,,,,,,,,,NS-Ideologien,,,,,,,,
NS-Raubkunst,Substantiv,f,,,,,NS-Raubkunst,,,,,,,,,,,,,,,,,,NS-Raubkunst,,,,,,,,,,,,,,,,,,NS-Raubkunst,,,,,,,,,,,,,,,,,,NS-Raubkunst,,,,,,,,,,,,,,,,,
NS-Regime,Substantiv,n,,,,,NS-Regime,,,,,,,,,,,,,,,,,,NS-Regimes,,,,,,,,,,,,,,,,,,NS-Regime,,,,,,,,,,,,,,,,,,NS-Regime,,,,,,,,,,,,,,,,,
NS-Verbrechen,Substantiv,n,,,,,NS-Verbrechen,,,,,,,,,NS-Verbrechen,,,,,,,,,NS-Verbrechens,,,,,,,,,NS-Verbrechen,,,,,,,,,NS-Verbrechen,,,,,,,,,NS-Verbrechen,,,,,,,,,NS-Verbrechen,,,,,,,,,NS-Verbrechen,,,,,,,,
NS-Zeit,Substantiv,f,,,,,NS-Zeit,,,,,,,,,,,,,,,,,,NS-Zeit,,,,,,,,,,,,,,,,,,NS-Zeit,,,,,,,,,,,,,,,,,,NS-Zeit,,,,,,,,,,,,,,,,,
NSA,"Abkürzung,Substantiv",,f,m,,,,,NSA,NSA,,,,,,,,,,,,,,,,,NSA,NSA,,,,,,,,,,,,,,,,,NSA,NSA,,,,,,,,,,,,,,,,,NSA,NSA,,,,,,,,,,,,,,
NSDAP,"Abkürzung,Substantiv",f,,,,,NSDAP,,,,,,,,,,,,,,,,,,NSDAP,,,,,,,,,,,,,,,,,,NSDAP,,,,,,,,,,,,,,,,,,NSDAP,,,,,,,,,,,,,,,,,
NVA,"Abkürzung,Substantiv",f,,,,,NVA,,,,,,,,,,,,,,,,,,NVA,,,,,,,,,,,,,,,,,,NVA,,,,,,,,,,,,,,,,,,NVA,,,,,,,,,,,,,,,,,
Naab,"Substantiv,Toponym",f,,,,,Naab,,,,,,,,,,,,,,,,,,Naab,,,,,,,,,,,,,,,,,,Naab,,,,,,,,,,,,,,,,,,Naab,,,,,,,,,,,,,,,,,
Nabatäer,Substantiv,m,,,,,Nabatäer,,,,,,,,,Nabatäer,,,,,,,,,Nabatäers,,,,,,,,,Nabatäer,,,,,,,,,Nabatäer,,,,,,,,,Nabatäern,,,,,,,,,Nabatäer,,,,,,,,,Nabatäer,,,,,,,,
Nabburg,"Substantiv,Toponym",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nabe,Substantiv,f,,,,,Nabe,,,,,,,,,Naben,,,,,,,,,Nabe,,,,,,,,,Naben,,,,,,,,,Nabe,,,,,,,,,Naben,,,,,,,,,Nabe,,,,,,,,,Naben,,,,,,,,
Nabel,Substantiv,m,,,,,Nabel,,,,,,,,,Nabel,,,,,,,,,Nabels,,,,,,,,,Nabel,,,,,,,,,Nabel,,,,,,,,,Nabeln,,,,,,,,,Nabel,,,,,,,,,Nabel,,,,,,,,
Nabelbruch,Substantiv,m,,,,,Nabelbruch,,,,,,,,,Nabelbrüche,,,,,,,,,Nabelbruches,Nabelbruchs,,,,,,,,Nabelbrüche,,,,,,,,,Nabelbruch,Nabelbruche,,,,,,,,Nabelbrüchen,,,,,,,,,Nabelbruch,,,,,,,,,Nabelbrüche,,,,,,,,
Nabelschau,Substantiv,f,,,,,Nabelschau,,,,,,,,,,,,,,,,,,Nabelschau,,,,,,,,,,,,,,,,,,Nabelschau,,,,,,,,,,,,,,,,,,Nabelschau,,,,,,,,,,,,,,,,,
Nabelschnur,Substantiv,f,,,,,Nabelschnur,,,,,,,,,Nabelschnüre,,,,,,,,,Nabelschnur,,,,,,,,,Nabelschnüre,,,,,,,,,Nabelschnur,,,,,,,,,Nabelschnüren,,,,,,,,,Nabelschnur,,,,,,,,,Nabelschnüre,,,,,,,,
Nabendynamo,Substantiv,m,,,,,Nabendynamo,,,,,,,,,Nabendynamos,,,,,,,,,Nabendynamos,,,,,,,,,Nabendynamos,,,,,,,,,Nabendynamo,,,,,,,,,Nabendynamos,,,,,,,,,Nabendynamo,,,,,,,,,Nabendynamos,,,,,,,,
Nabenschaltung,Substantiv,f,,,,,Nabenschaltung,,,,,,,,,Nabenschaltungen,,,,,,,,,Nabenschaltung,,,,,,,,,Nabenschaltungen,,,,,,,,,Nabenschaltung,,,,,,,,,Nabenschaltungen,,,,,,,,,Nabenschaltung,,,,,,,,,Nabenschaltungen,,,,,,,,
Nabereschnyje Tschelny,"Substantiv,Toponym",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nabob,Substantiv,m,,,,,Nabob,,,,,,,,,Nabobs,,,,,,,,,Nabobs,,,,,,,,,Nabobs,,,,,,,,,Nabob,,,,,,,,,Nabobs,,,,,,,,,Nabob,,,,,,,,,Nabobs,,,,,,,,
Nachahmer,Substantiv,m,,,,,Nachahmer,,,,,,,,,Nachahmer,,,,,,,,,Nachahmers,,,,,,,,,Nachahmer,,,,,,,,,Nachahmer,,,,,,,,,Nachahmern,,,,,,,,,Nachahmer,,,,,,,,,Nachahmer,,,,,,,,
Nachahmerin,Substantiv,f,,,,,Nachahmerin,,,,,,,,,Nachahmerinnen,,,,,,,,,Nachahmerin,,,,,,,,,Nachahmerinnen,,,,,,,,,Nachahmerin,,,,,,,,,Nachahmerinnen,,,,,,,,,Nachahmerin,,,,,,,,,Nachahmerinnen,,,,,,,,
Nachahmung,Substantiv,f,,,,,Nachahmung,,,,,,,,,Nachahmungen,,,,,,,,,Nachahmung,,,,,,,,,Nachahmungen,,,,,,,,,Nachahmung,,,,,,,,,Nachahmungen,,,,,,,,,Nachahmung,,,,,,,,,Nachahmungen,,,,,,,,
Nacharbeit,Substantiv,f,,,,,Nacharbeit,,,,,,,,,Nacharbeiten,,,,,,,,,Nacharbeit,,,,,,,,,Nacharbeiten,,,,,,,,,Nacharbeit,,,,,,,,,Nacharbeiten,,,,,,,,,Nacharbeit,,,,,,,,,Nacharbeiten,,,,,,,,
Nachbar,Substantiv,,m,m,,,,,Nachbar,Nachbar,,,,,,Nachbarn,,,,,,,,,,,Nachbarn,Nachbars,,,,,,Nachbarn,,,,,,,,,,,Nachbarn,Nachbar,,,,,,Nachbarn,,,,,,,,,,,Nachbarn,Nachbar,,,,,,Nachbarn,,,,,,,,
Nachbardisziplin,Substantiv,f,,,,,Nachbardisziplin,,,,,,,,,Nachbardisziplinen,,,,,,,,,Nachbardisziplin,,,,,,,,,Nachbardisziplinen,,,,,,,,,Nachbardisziplin,,,,,,,,,Nachbardisziplinen,,,,,,,,,Nachbardisziplin,,,,,,,,,Nachbardisziplinen,,,,,,,,
Nachbardorf,Substantiv,n,,,,,Nachbardorf,,,,,,,,,Nachbardörfer,,,,,,,,,Nachbardorfs,Nachbardorfes,,,,,,,,Nachbardörfer,,,,,,,,,Nachbardorf,Nachbardorfe,,,,,,,,Nachbardörfern,,,,,,,,,Nachbardorf,,,,,,,,,Nachbardörfer,,,,,,,,
Nachbargebäude,Substantiv,n,,,,,Nachbargebäude,,,,,,,,,Nachbargebäude,,,,,,,,,Nachbargebäudes,,,,,,,,,Nachbargebäude,,,,,,,,,Nachbargebäude,,,,,,,,,Nachbargebäuden,,,,,,,,,Nachbargebäude,,,,,,,,,Nachbargebäude,,,,,,,,
Nachbargleis,Substantiv,n,,,,,Nachbargleis,,,,,,,,,Nachbargleise,,,,,,,,,Nachbargleises,,,,,,,,,Nachbargleise,,,,,,,,,Nachbargleis,Nachbargleise,,,,,,,,Nachbargleisen,,,,,,,,,Nachbargleis,,,,,,,,,Nachbargleise,,,,,,,,
Nachbargrundstück,Substantiv,n,,,,,Nachbargrundstück,,,,,,,,,Nachbargrundstücke,,,,,,,,,Nachbargrundstückes,Nachbargrundstücks,,,,,,,,Nachbargrundstücke,,,,,,,,,Nachbargrundstück,Nachbargrundstücke,,,,,,,,Nachbargrundstücken,,,,,,,,,Nachbargrundstück,,,,,,,,,Nachbargrundstücke,,,,,,,,
Nachbarhaus,Substantiv,n,,,,,Nachbarhaus,,,,,,,,,Nachbarhäuser,,,,,,,,,Nachbarhauses,,,,,,,,,Nachbarhäuser,,,,,,,,,Nachbarhaus,Nachbarhause,,,,,,,,Nachbarhäusern,,,,,,,,,Nachbarhaus,,,,,,,,,Nachbarhäuser,,,,,,,,
Nachbarhof,Substantiv,m,,,,,Nachbarhof,,,,,,,,,Nachbarhöfe,,,,,,,,,Nachbarhofes,Nachbarhofs,,,,,,,,Nachbarhöfe,,,,,,,,,Nachbarhof,Nachbarhofe,,,,,,,,Nachbarhöfen,,,,,,,,,Nachbarhof,,,,,,,,,Nachbarhöfe,,,,,,,,
Nachbarin,Substantiv,f,,,,,Nachbarin,,,,,,,,,Nachbarinnen,,,,,,,,,Nachbarin,,,,,,,,,Nachbarinnen,,,,,,,,,Nachbarin,,,,,,,,,Nachbarinnen,,,,,,,,,Nachbarin,,,,,,,,,Nachbarinnen,,,,,,,,
Nachbarinsel,Substantiv,f,,,,,Nachbarinsel,,,,,,,,,Nachbarinseln,,,,,,,,,Nachbarinsel,,,,,,,,,Nachbarinseln,,,,,,,,,Nachbarinsel,,,,,,,,,Nachbarinseln,,,,,,,,,Nachbarinsel,,,,,,,,,Nachbarinseln,,,,,,,,
Nachbarland,Substantiv,n,,,,,Nachbarland,,,,,,,,,Nachbarländer,,,,,,,,,Nachbarlands,Nachbarlandes,,,,,,,,Nachbarländer,,,,,,,,,Nachbarland,Nachbarlande,,,,,,,,Nachbarländern,,,,,,,,,Nachbarland,,,,,,,,,Nachbarländer,,,,,,,,
Nachbarloge,Substantiv,f,,,,,Nachbarloge,,,,,,,,,Nachbarlogen,,,,,,,,,Nachbarloge,,,,,,,,,Nachbarlogen,,,,,,,,,Nachbarloge,,,,,,,,,Nachbarlogen,,,,,,,,,Nachbarloge,,,,,,,,,Nachbarlogen,,,,,,,,
Nachbarort,Substantiv,m,,,,,Nachbarort,,,,,,,,,Nachbarorte,,,,,,,,,Nachbarorts,,,,,,,,,Nachbarorte,,,,,,,,,Nachbarort,,,,,,,,,Nachbarorten,,,,,,,,,Nachbarort,,,,,,,,,Nachbarorte,,,,,,,,
Nachbarschaft,Substantiv,f,,,,,Nachbarschaft,,,,,,,,,Nachbarschaften,,,,,,,,,Nachbarschaft,,,,,,,,,Nachbarschaften,,,,,,,,,Nachbarschaft,,,,,,,,,Nachbarschaften,,,,,,,,,Nachbarschaft,,,,,,,,,Nachbarschaften,,,,,,,,
Nachbarschaftsstreit,Substantiv,m,,,,,Nachbarschaftsstreit,,,,,,,,,Nachbarschaftsstreite,,,,,,,,,Nachbarschaftsstreits,Nachbarschaftsstreites,,,,,,,,Nachbarschaftsstreite,,,,,,,,,Nachbarschaftsstreit,Nachbarschaftsstreite,,,,,,,,Nachbarschaftsstreiten,,,,,,,,,Nachbarschaftsstreit,,,,,,,,,Nachbarschaftsstreite,,,,,,,,
Nachbarshund,Substantiv,m,,,,,Nachbarshund,,,,,,,,,Nachbarshunde,,,,,,,,,Nachbarshundes,Nachbarshunds,,,,,,,,Nachbarshunde,,,,,,,,,Nachbarshund,Nachbarshunde,,,,,,,,Nachbarshunden,,,,,,,,,Nachbarshund,,,,,,,,,Nachbarshunde,,,,,,,,
Nachbarsjunge,Substantiv,m,,,,,Nachbarsjunge,,,,,,,,,Nachbarsjungen,,,,,,,,,Nachbarsjungen,,,,,,,,,Nachbarsjungen,,,,,,,,,Nachbarsjungen,,,,,,,,,Nachbarsjungen,,,,,,,,,Nachbarsjungen,,,,,,,,,Nachbarsjungen,,,,,,,,
Nachbarskind,Substantiv,n,,,,,Nachbarskind,,,,,,,,,Nachbarskinder,,,,,,,,,Nachbarskindes,Nachbarskinds,,,,,,,,Nachbarskinder,,,,,,,,,Nachbarskind,Nachbarskinde,,,,,,,,Nachbarskindern,,,,,,,,,Nachbarskind,,,,,,,,,Nachbarskinder,,,,,,,,
Nachbarsleute,Substantiv,,,,,,,,,,,,,,,Nachbarsleute,,,,,,,,,,,,,,,,,,Nachbarsleute,,,,,,,,,,,,,,,,,,Nachbarsleuten,,,,,,,,,,,,,,,,,,Nachbarsleute,,,,,,,,
Nachbarsmädchen,Substantiv,n,,,,,Nachbarsmädchen,,,,,,,,,Nachbarsmädchen,,,,,,,,,Nachbarsmädchens,,,,,,,,,Nachbarsmädchen,,,,,,,,,Nachbarsmädchen,,,,,,,,,Nachbarsmädchen,,,,,,,,,Nachbarsmädchen,,,,,,,,,Nachbarsmädchen,,,,,,,,
Nachbarsprache,Substantiv,f,,,,,Nachbarsprache,,,,,,,,,Nachbarsprachen,,,,,,,,,Nachbarsprache,,,,,,,,,Nachbarsprachen,,,,,,,,,Nachbarsprache,,,,,,,,,Nachbarsprachen,,,,,,,,,Nachbarsprache,,,,,,,,,Nachbarsprachen,,,,,,,,
Nachbarstaat,Substantiv,m,,,,,Nachbarstaat,,,,,,,,,Nachbarstaaten,,,,,,,,,Nachbarstaates,Nachbarstaats,,,,,,,,Nachbarstaaten,,,,,,,,,Nachbarstaat,Nachbarstaate,,,,,,,,Nachbarstaaten,,,,,,,,,Nachbarstaat,,,,,,,,,Nachbarstaaten,,,,,,,,
Nachbartisch,Substantiv,m,,,,,Nachbartisch,,,,,,,,,Nachbartische,,,,,,,,,Nachbartisches,Nachbartischs,,,,,,,,Nachbartische,,,,,,,,,Nachbartisch,Nachbartische,,,,,,,,Nachbartischen,,,,,,,,,Nachbartisch,,,,,,,,,Nachbartische,,,,,,,,
Nachbarviertel,Substantiv,n,,,,,Nachbarviertel,,,,,,,,,Nachbarviertel,,,,,,,,,Nachbarviertels,,,,,,,,,Nachbarviertel,,,,,,,,,Nachbarviertel,,,,,,,,,Nachbarvierteln,,,,,,,,,Nachbarviertel,,,,,,,,,Nachbarviertel,,,,,,,,
Nachbarvolk,Substantiv,n,,,,,Nachbarvolk,,,,,,,,,Nachbarvölker,,,,,,,,,Nachbarvolkes,Nachbarvolks,,,,,,,,Nachbarvölker,,,,,,,,,Nachbarvolk,Nachbarvolke,,,,,,,,Nachbarvölkern,,,,,,,,,Nachbarvolk,,,,,,,,,Nachbarvölker,,,,,,,,
Nachbarwinkel,Substantiv,m,,,,,Nachbarwinkel,,,,,,,,,Nachbarwinkel,,,,,,,,,Nachbarwinkels,,,,,,,,,Nachbarwinkel,,,,,,,,,Nachbarwinkel,,,,,,,,,Nachbarwinkeln,,,,,,,,,Nachbarwinkel,,,,,,,,,Nachbarwinkel,,,,,,,,
Nachbarwissenschaft,Substantiv,f,,,,,Nachbarwissenschaft,,,,,,,,,Nachbarwissenschaften,,,,,,,,,Nachbarwissenschaft,,,,,,,,,Nachbarwissenschaften,,,,,,,,,Nachbarwissenschaft,,,,,,,,,Nachbarwissenschaften,,,,,,,,,Nachbarwissenschaft,,,,,,,,,Nachbarwissenschaften,,,,,,,,
Nachbarzimmer,Substantiv,n,,,,,Nachbarzimmer,,,,,,,,,Nachbarzimmer,,,,,,,,,Nachbarzimmers,,,,,,,,,Nachbarzimmer,,,,,,,,,Nachbarzimmer,,,,,,,,,Nachbarzimmern,,,,,,,,,Nachbarzimmer,,,,,,,,,Nachbarzimmer,,,,,,,,
Nachbau,Substantiv,m,,,,,Nachbau,,,,,,,,,Nachbauten,,,,,,,,,Nachbaues,Nachbaus,,,,,,,,Nachbauten,,,,,,,,,Nachbau,,,,,,,,,Nachbauten,,,,,,,,,Nachbau,,,,,,,,,Nachbauten,,,,,,,,
Nachbeben,Substantiv,n,,,,,Nachbeben,,,,,,,,,Nachbeben,,,,,,,,,Nachbebens,,,,,,,,,Nachbeben,,,,,,,,,Nachbeben,,,,,,,,,Nachbeben,,,,,,,,,Nachbeben,,,,,,,,,Nachbeben,,,,,,,,
Nachbemerkung,Substantiv,f,,,,,Nachbemerkung,,,,,,,,,Nachbemerkungen,,,,,,,,,Nachbemerkung,,,,,,,,,Nachbemerkungen,,,,,,,,,Nachbemerkung,,,,,,,,,Nachbemerkungen,,,,,,,,,Nachbemerkung,,,,,,,,,Nachbemerkungen,,,,,,,,
Nachbildeffekt,Substantiv,m,,,,,Nachbildeffekt,,,,,,,,,Nachbildeffekte,,,,,,,,,Nachbildeffekts,Nachbildeffektes,,,,,,,,Nachbildeffekte,,,,,,,,,Nachbildeffekt,,,,,,,,,Nachbildeffekten,,,,,,,,,Nachbildeffekt,,,,,,,,,Nachbildeffekte,,,,,,,,
Nachbildung,Substantiv,f,,,,,Nachbildung,,,,,,,,,Nachbildungen,,,,,,,,,Nachbildung,,,,,,,,,Nachbildungen,,,,,,,,,Nachbildung,,,,,,,,,Nachbildungen,,,,,,,,,Nachbildung,,,,,,,,,Nachbildungen,,,,,,,,
